query_id,model,parameters_b,precision,prompt,tokens_generated,energy_kwh,duration_s,co2_grams,energy_per_token,gpu_memory_mb
169,Llama-2-13B,13.0,FP16,Real Data Prompt 19,4096,0.002863441216840162,143.85013702216753,0.9793644953921825,6.990823283301177e-07,26649.32814532487
170,Llama-2-13B,13.0,FP16,Real Data Prompt 20,4096,0.003045666493281344,153.0045526360815,1.0416898418529201,7.435709212112656e-07,23868.073807985616
171,Llama-2-13B,13.0,FP16,Real Data Prompt 21,4096,0.0032510943735567584,163.3245929260657,1.1119510265848458,7.937242122941305e-07,26021.319275547576
172,Llama-2-13B,13.0,FP16,Real Data Prompt 22,4096,0.0026684185928421457,134.05282355906974,0.9126621539511924,6.51469383018102e-07,23943.53405966547
173,Llama-2-13B,13.0,FP16,Real Data Prompt 23,4096,0.0025446641206399094,127.83579431512997,0.8703352029008001,6.212558888281029e-07,25969.03235922996
174,Llama-2-13B,13.0,FP16,Real Data Prompt 24,4096,0.0026866894573717866,134.97069341113627,0.9189112209532373,6.559300433036588e-07,26841.650169708704
175,Llama-2-13B,13.0,FP16,Real Data Prompt 25,4096,0.0025701576849791307,129.1165095265382,0.8790546037489803,6.274799035593581e-07,27367.599784134214
176,Llama-2-13B,13.0,FP16,Real Data Prompt 26,4096,0.003044132805699445,152.92750507264356,1.0411652844930894,7.43196485766466e-07,26423.410718085714
177,Llama-2-13B,13.0,FP16,Real Data Prompt 27,4096,0.002611185661630951,131.17762397456565,0.8930871403396606,6.374964994216188e-07,26543.74489141791
178,Llama-2-13B,13.0,FP16,Real Data Prompt 28,4096,0.0023812501774399452,119.62639997436264,0.8144437765006844,5.813599066015491e-07,25744.060308506214
179,Llama-2-13B,13.0,FP16,Real Data Prompt 29,4096,0.0021283440596557572,106.92120474177244,0.7279439136892409,5.196152489393939e-07,28047.455525092282
180,Llama-2-13B,13.0,FP16,Real Data Prompt 30,4096,0.002265173636092239,113.79508544283792,0.7747428590607537,5.530209072490818e-07,24944.85928789093
181,Llama-2-13B,13.0,FP16,Real Data Prompt 31,4096,0.002393527312514909,120.24316401072097,0.8186428465311221,5.843572540319602e-07,25345.954158226887
182,Llama-2-13B,13.0,FP16,Real Data Prompt 32,4096,0.0025797213517976063,129.59695758818557,0.8823256035769812,6.298147831537125e-07,26204.76164753189
183,Llama-2-13B,13.0,FP16,Real Data Prompt 33,4096,0.002652416113600294,133.24891013556493,0.9071889282689085,6.475625277344468e-07,26584.96342084095
184,Llama-2-13B,13.0,FP16,Real Data Prompt 34,4096,0.002945820724125888,147.98862023641257,1.007540231673779,7.191945127260469e-07,25184.999050901773
185,Llama-2-13B,13.0,FP16,Real Data Prompt 35,4096,0.002917005999967521,146.5410605679759,0.9976849157625393,7.121596679608205e-07,27685.28017712664
186,Llama-2-13B,13.0,FP16,Real Data Prompt 36,4096,0.0024151280216870435,121.32831461758991,0.8260307990108402,5.896308646696884e-07,25751.41030242508
187,Llama-2-13B,13.0,FP16,Real Data Prompt 37,4096,0.0031202740952555397,156.75260016147357,1.067207403041241,7.61785667786997e-07,25756.534536377647
188,Llama-2-13B,13.0,FP16,Real Data Prompt 38,4096,0.002893423686258391,145.35636048109876,0.9896192077500631,7.064022671529274e-07,22397.704916529303
189,Llama-2-13B,13.0,FP16,Real Data Prompt 39,4096,0.0025186162767330687,126.52723386936468,0.8614262253552342,6.148965519367844e-07,27883.261576034296
190,Llama-2-13B,13.0,FP16,Real Data Prompt 40,4096,0.0027341476562310744,137.35484167602272,0.9351430453415646,6.675165176345396e-07,25273.875759056835
191,Llama-2-13B,13.0,FP16,Real Data Prompt 41,4096,0.00235186991864075,118.15042965265485,0.8043950343913153,5.741869918556519e-07,26762.82367105063
192,Llama-2-13B,13.0,FP16,Real Data Prompt 42,4096,0.002687816311942623,135.02730298407445,0.9192966318188968,6.56205154282867e-07,25518.825800705436
193,Llama-2-13B,13.0,FP16,Real Data Prompt 43,4096,0.003002047129861297,150.8132551972196,1.0267709898108504,7.329216625637932e-07,26904.560350228086
194,Llama-2-13B,13.0,FP16,Real Data Prompt 44,4096,0.002509982255468409,126.09348822979324,0.8584731862534224,6.12788636588967e-07,26529.766429646614
195,Llama-2-13B,13.0,FP16,Real Data Prompt 45,4096,0.002962910072579405,148.8471344961782,1.0133851922849237,7.233667169383313e-07,26080.767331651114
196,Llama-2-13B,13.0,FP16,Real Data Prompt 46,4096,0.002946356957800498,148.01555890276788,1.0077236362497337,7.193254291505122e-07,24973.74752203745
197,Llama-2-13B,13.0,FP16,Real Data Prompt 47,4096,0.0027678820076199786,139.04954769656496,0.946680989906683,6.757524432665963e-07,26429.80037710594
198,Llama-2-13B,13.0,FP16,Real Data Prompt 48,4096,0.002458282639112802,123.4962647027273,0.8407906969512838,6.00166659939649e-07,25244.392142672863
199,Llama-2-13B,13.0,FP16,Real Data Prompt 49,4096,0.0022830767948189812,114.6944829303175,0.7808661619975225,5.573917956101028e-07,23850.415987513537
